product_class_id;product_id;brand_name;product_name;SKU;SRP;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth
6;62;Club;Club Blueberry Yogurt;70894454121;3,82;14,1;11,1;False;True;32;8;11;17,4;5,5100002
81;63;Red Spade;Red Spade Chicken Hot Dogs;28232321143;2,95;20,299999;18,200001;True;True;21;6;4,4099998;15,9;17,9
91;64;Red Spade;Red Spade Pimento Loaf;64762473702;1,61;13,2;12,1;True;False;33;6;18,1;17,6;12,4
91;65;Red Spade;Red Spade Beef Bologna;57435976862;3,76;10,3;9,3000002;False;True;21;12;4,4400001;8,8000002;22,700001
91;66;Red Spade;Red Spade Low Fat Bologna;63203895688;3,44;11,9;8,8900003;True;True;31;9;5;19,1;14,1
81;67;Red Spade;Red Spade Turkey Hot Dogs;25115165114;1,86;6,1500001;4,1500001;False;True;27;12;19,9;7,96;10,3
81;68;Red Spade;Red Spade Foot-Long Hot Dogs;90120850205;3,56;16;14;True;True;2;13;20,200001;10;4,1199999
16;69;Red Spade;Red Spade Low Fat Cole Slaw;21269885897;3,1;16,700001;14,7;True;True;6;11;6,1300001;3,6900001;3,28
16;70;Red Spade;Red Spade Cole Slaw;42828248143;0,97;8,8299999;6,8200002;False;False;6;13;16,9;12,2;12,6
77;71;Red Spade;Red Spade Roasted Chicken;33215050101;2,76;21,799999;20,700001;False;False;7;12;4,5500002;5,6900001;7,9499998
8;72;Red Spade;Red Spade Corned Beef;36696267724;2,74;20,200001;17,200001;False;True;6;6;20,799999;11,4;15,2
8;73;Red Spade;Red Spade Sliced Turkey;86320835947;2,33;19,1;16,1;False;False;22;11;15,9;9,46;4,9499998
8;74;Red Spade;Red Spade Sliced Ham;35137689709;1,57;6,1300001;5,1300001;False;True;5;7;3,3800001;18,799999;20,799999
16;75;Red Spade;Red Spade Potato Salad;54000024199;0,68;16,9;14,8;False;True;26;11;18,1;8,7399998;11,9
8;76;Red Spade;Red Spade Sliced Chicken;62054644227;1,69;18,1;17,1;False;True;4;7;14,6;13,5;3,4200001
66;77;Blue Medal;Blue Medal Small Brown Eggs;50154744982;2,8;14,7;12,6;False;True;13;12;20;10,2;8,8599997
66;78;Blue Medal;Blue Medal Large Brown Eggs;27447131276;2,19;19,5;17,5;True;True;3;6;8,29;14,2;9,1300001
66;79;Blue Medal;Blue Medal Small Eggs;39665827155;1,32;12,4;10,3;False;True;9;8;15,3;10,7;10,7
66;80;Blue Medal;Blue Medal Large Eggs;76195979714;3,63;17,1;14,1;False;False;31;12;12,8;9,1000004;11,1
66;81;Blue Medal;Blue Medal Egg Substitute;68869482874;2,13;17;15;False;False;35;7;12,8;18,200001;10,5
34;82;Golden;Golden Low Fat Waffles;74637401700;2,7;21,299999;18,200001;False;True;25;13;7,0599999;6,6100001;11
110;83;Golden;Golden Orange Popsicles;36548671126;3,88;18;17;True;False;11;10;10,7;3,3;21,5
100;84;Golden;Golden Frozen Chicken Breast;11554356217;2,81;14,6;11,6;False;False;3;10;4,6999998;3,3399999;4,4400001
29;85;Golden;Golden Frozen Pancakes;32703391909;1,36;7,1199999;5,1100001;False;True;29;11;9,5299997;3,0899999;16,1
63;86;Golden;Golden Low Fat French Fries;66946843266;2,97;14,2;13,1;False;True;3;8;8,6999998;21,700001;10,7
64;87;Golden;Golden Frozen Sausage Pizza;57333645224;1,78;19;17;True;False;19;6;15,2;21,200001;18,6
34;88;Golden;Golden Blueberry Waffles;25695691704;0,86;7,8600001;6,8600001;True;False;6;12;10,5;12,9;18,9
63;89;Golden;Golden Fajita French Fries;51418129801;1,59;20,5;17,5;False;False;4;7;14;20,700001;14,4
34;90;Golden;Golden Waffles;24137113690;0,77;10,2;8,1899996;False;True;2;12;15,1;8,0799999;19,5
64;91;Golden;Golden Frozen Pepperoni Pizza;42999448180;2,68;12,8;10,8;True;True;17;12;8,9399996;4,0799999;3,0799999
64;92;Golden;Golden Frozen Cheese Pizza;51054068207;0,83;17,1;16,1;True;False;25;5;4,0900002;16,799999;18,6
64;93;Golden;Golden Frozen Mushroom Pizza;39154168963;0,96;16,4;14,3;True;False;21;12;3,1099999;11,5;13,1
34;94;Golden;Golden Apple Cinnamon Waffles;16446555256;0,62;7,9000001;4,9000001;True;False;1;9;10,5;20,9;8,1499996
60;95;Golden;Golden Frozen Carrots;39882292151;1,46;8,5799999;5,5700002;True;False;29;9;16,6;3,52;22,299999
10;96;Golden;Golden Turkey TV Dinner;10314574837;2,11;10,7;9,6899996;True;True;35;8;17,5;21,700001;13,5
10;97;Golden;Golden Chicken TV Dinner;57605234980;0,59;18,299999;16,200001;True;False;26;7;16,4;16,9;5,5500002
10;98;Golden;Golden Beef TV Dinner;63373153805;1,83;9,4300003;6,4299998;False;False;33;11;4,3800001;3,28;15,2
28;99;Golden;Golden Pancake Mix;25284423232;2,36;8,8299999;6,8200002;True;True;29;13;21,700001;17,9;14,7
110;100;Golden;Golden Grape Popsicles;90290108323;1,95;9,4899998;8,4799995;True;True;6;7;9,3000002;16,1;6,3400002
63;101;Golden;Golden Home Style French Fries;21439144015;0,72;20,6;18,6;False;True;13;6;7,8000002;13,8;7,2199998
110;102;Golden;Golden Lime Popsicles;55682595372;2,45;18,200001;17,200001;False;True;16;10;6,0100002;18,299999;14,8
9;103;Golden;Golden Ice Cream;46069397330;0,95;9,8100004;8,8100004;True;False;13;8;6,2199998;15,8;11,8
9;104;Golden;Golden Ice Cream Sandwich;49550614953;3,89;12,3;10,3;False;True;11;8;9,9300003;17,4;17,9
60;105;Golden;Golden Frozen Cauliflower;75273053050;3,72;6,1599998;4,1500001;True;False;21;11;22,700001;9,4899998;4,2800002
60;106;Golden;Golden Frozen Broccoli;36774995923;2,96;14,6;11,6;True;True;36;6;17,4;14,7;18,5
60;107;Golden;Golden Frozen Corn;55637330412;1,81;19,9;18,799999;False;False;25;11;4,9099998;8,7600002;11,2
60;108;Golden;Golden Frozen Peas;63691950440;2,19;11,9;9,8900003;True;True;34;6;8,6899996;9,6700001;20,5
9;109;Golden;Golden Popsicles;51792051196;3,95;19;16;False;False;11;12;6,6900001;10,4;7,6700001
100;110;Golden;Golden Frozen Chicken Thighs;29084437489;2,35;12;10;True;True;34;13;22,299999;10,2;6,75
100;111;Golden;Golden Frozen Chicken Wings;52520174384;3,48;15,4;13,3;True;True;17;12;22;10,7;10
110;112;Golden;Golden Lemon Popsicles;89050326943;1,13;9,3500004;7,3499999;False;True;35;5;21,9;15;13,8
78;113;Faux Products;Faux Products Silky Smooth Hair Conditioner;15625960230;2,29;19,700001;17,700001;True;False;8;12;14,5;8,2299995;15
39;114;Faux Products;Faux Products Tartar Control Toothpaste;21393879055;0,92;20,6;19,6;False;False;31;11;19,1;10,5;9,7299995
39;115;Faux Products;Faux Products Whitening Toothpast;14283847212;0,65;20,6;18,6;True;False;33;13;10,6;11,7;9,6199999
39;116;Faux Products;Faux Products Toothpaste;79289532303;3,97;8,3299999;5,3200002;True;False;8;10;7,4499998;20,799999;13,4
39;117;Faux Products;Faux Products Deodorant;10438567996;2,75;9,2399998;7,23;False;False;31;10;12;3,1199999;8,1899996
79;118;Faux Products;Faux Products Conditioning Shampoo;44682019352;1,48;8,2700005;6,27;True;False;20;13;8,5500002;14,1;3,48
79;119;Faux Products;Faux Products Extra Moisture Shampoo;35068821310;2,28;20,1;19,1;False;False;7;12;7,8600001;8,3299999;14,7
88;120;Faux Products;Faux Products Angled Toothbrush;14647908806;2,26;12,9;9,8900003;False;False;23;13;9,9899998;5,5999999;22
79;121;Faux Products;Faux Products Apricot Shampoo;64272477030;2,98;11,6;8,6000004;True;False;21;11;21,4;6,6100001;22,4
70;122;Faux Products;Faux Products Childrens Aspirin;36991460919;1,99;12,5;10,5;False;False;9;10;6,1100001;8,8900003;17,1
70;123;Faux Products;Faux Products Buffered Aspirin;31951665282;3,84;12,4;9,3900003;False;False;21;7;3,0999999;17,5;22,6
71;124;Faux Products;Faux Products 200 MG Ibuprofen;52691374421;1,21;13,3;10,3;True;False;8;11;7,7199998;19,700001;17,299999
72;125;Faux Products;Faux Products 200 MG Acetominifen;16889345049;2,32;11,1;9,1000004;False;False;31;11;15,1;5,1799998;8,0299997
73;126;Faux Products;Faux Products HCL Nasal Spray;18083861470;1,61;20,799999;19,700001;True;False;22;6;21,299999;18;5,0300002
73;127;Faux Products;Faux Products Dishwasher Detergent;41519598364;1,74;16,700001;13,7;True;False;10;14;20,6;12,2;16,299999
75;128;Faux Products;Faux Products Multi-Symptom Cold Remedy;78049750924;0,53;14,5;12,5;False;False;26;5;8,0900002;17,6;7,02
75;129;Faux Products;Faux Products Childrens Cold Remedy;94625384211;1,55;9,4899998;7,48;True;False;23;13;14,2;10,6;3,49
74;130;Faux Products;Faux Products Laundry Detergent;10393303036;2,23;21,299999;20,200001;True;False;10;12;13,5;4,8200002;14,7
74;131;Faux Products;Faux Products Mint Mouthwash;62304572463;2,4;19,1;16,1;False;False;26;13;20,9;10,2;5,48
80;132;Denny;Denny 60 Watt Lightbulb;37310257554;1,92;20;18;True;False;14;12;5,5900002;12,5;20,200001
56;133;Denny;Denny Plastic Forks;90229007601;0,7;14;12;False;False;3;6;16,700001;15,4;12
56;134;Denny;Denny Plastic Spoons;34472458958;2,43;6,8299999;4,8200002;True;False;18;7;18,799999;12,6;19,299999
56;135;Denny;Denny Plastic Knives;24859260916;3,89;7,7399998;4,73;False;False;6;6;3,51;14,9;14
101;136;Denny;Denny C-Size Batteries;94438348412;3,87;17,4;15,3;False;False;33;10;9,6999998;7,8600001;11
80;137;Denny;Denny 100 Watt Lightbulb;54062916636;3,7;13,3;11,3;True;False;13;11;9,0100002;22;22,299999
101;138;Denny;Denny AAA-Size Batteries;26781900525;2,7;12,3;10,3;True;False;7;13;16,299999;7,5799999;12,5
55;139;Denny;Denny Paper Plates;21742104887;1,79;21,1;19,1;False;False;16;10;18,5;4,8499999;19,700001
55;140;Denny;Denny Paper Cups;53698855042;1,82;6,0300002;4,0300002;False;False;4;10;3,1400001;7,1300001;14,5
80;141;Denny;Denny 75 Watt Lightbulb;96679784655;3,93;15,7;13,6;True;False;2;8;9,3299999;20;11,5
22;142;Denny;Denny Toilet Bowl Cleaner;97874301075;2,32;8,4799995;6,4699998;False;False;11;5;11,4;17,200001;18,700001
22;143;Denny;Denny Counter Cleaner;31310037970;2,46;9,3900003;7,3899999;False;False;5;8;16;19,5;13,4
22;144;Denny;Denny Glass Cleaner;67840190529;0,51;20,299999;18,200001;True;False;2;7;22,200001;12,6;9,96
80;145;Denny;Denny 25 Watt Lightbulb;84415823817;2,27;21,200001;20,200001;False;False;25;6;6,8200002;14,9;4,6700001
101;146;Denny;Denny AA-Size Batteries;90183742642;3,83;14;12;True;False;35;12;8,9499998;12,1;11,9
101;147;Denny;Denny D-Size Batteries;52095012068;0,64;13;12;True;False;29;10;5,4400001;3,22;7,2399998
18;148;Denny;Denny Paper Towels;27100697159;3,95;8,9399996;6,9299998;True;False;17;9;4,75;17,299999;18,5
18;149;Denny;Denny Soft Napkins;48249732851;2,49;17,6;16,6;True;False;27;6;6,8699999;14,6;5,8099999
18;150;Denny;Denny Scented Tissue;45905964970;3,45;18,6;16,6;True;False;15;14;11,4;16,9;20,5
18;151;Denny;Denny Toilet Paper;36292766928;2,91;12,3;10,3;True;False;12;13;17,6;9,8100004;17,5
18;152;Denny;Denny Tissues;15871854424;2,89;17,200001;15,2;True;False;31;13;19,9;6,5500002;6,3800001
18;153;Denny;Denny Scented Toilet Tissue;96475121378;2,72;18,1;17,1;False;False;19;12;4,5999999;8,8299999;21
20;154;Denny;Denny Room Freshener;69194105267;1,96;16,799999;13,7;True;False;16;11;16,1;9,8400002;21,5
40;155;Denny;Denny Frying Pan;64154309630;3,81;20,6;18,6;True;False;26;8;12,9;18,9;5,3699999
87;156;Denny;Denny Copper Cleaner;96111059784;0,55;21,5;19,5;False;False;20;11;17,5;21,200001;20
47;157;Denny;Denny Bees Wax Candles;60309030413;2,95;20,200001;18,200001;True;False;18;9;9,04;22,200001;20,5
87;158;Denny;Denny Silver Cleaner;37601416707;1,58;21,1;18,1;False;False;5;8;13,6;4,5599999;15,2
86;159;Denny;Denny Copper Pot Scrubber;84939283728;1,71;10,1;8,1000004;False;False;14;5;10,4;13,8;18,5
85;160;Denny;Denny Economy Toilet Brush;31469436287;2,13;9,1800003;7,1799998;False;False;3;9;6,9099998;4,9200001;13,8
41;161;Denny;Denny Scissors;24142939448;1,52;10;8;True;False;32;11;11,5;7,21;8,5500002
42;162;Denny;Denny Large Sponge;18693817257;2,85;13,8;10,8;True;False;6;8;8,3400002;16,299999;12,4
41;163;Denny;Denny Screw Driver;94507216811;2,38;14,7;11,6;False;False;4;7;12,9;18,6;7,1100001
65;164;Ship Shape;Ship Shape Extra Lean Hamburger;69512901902;2,97;13,4;11,3;True;True;27;6;4,46;19,6;7,5300002
65;165;Ship Shape;Ship Shape Seasoned Hamburger;90661937594;1,75;8,2600002;6,2600002;False;False;31;10;9,3599997;3,99;16
104;166;Robust;Robust Monthly Sports Magazine;11003258824;2,47;11,2;10,1;True;False;31;6;6,6700001;18,9;14,4
108;167;Robust;Robust Monthly Auto Magazine;91390060782;0,6;14,4;13,3;False;False;6;11;13,8;5,8800001;18,299999
107;168;Robust;Robust Monthly Computer Magazine;94871278405;1,26;10,4;8,3900003;False;False;23;11;11,6;8,9200001;9,6700001
105;169;Robust;Robust Monthly Home Magazine;54495846629;1,98;19,5;17,5;True;False;29;11;17,200001;5,1100001;11,8
106;170;Robust;Robust Monthly Fashion Magazine;57929857373;3,2;9,5600004;8,5600004;False;False;23;9;5,7399998;4,4099998;9,9499998
61;171;High Top;High Top Summer Squash;76792191863;2,95;18,700001;17,700001;False;False;30;9;11,3;20,6;12
61;172;High Top;High Top Corn on the Cob;18748942017;3,32;16,1;14,1;False;True;3;8;12,3;18,4;4,75
61;173;High Top;High Top Asparagus;72946912646;1,43;21,9;20,799999;False;False;13;13;22;9,1499996;7,3400002
61;174;High Top;High Top Sweet Peas;50239298939;1,71;13,4;11,3;True;False;22;8;12,3;21;21,799999
61;175;High Top;High Top New Potatos;97577165961;3,85;6,8200002;4,8200002;True;True;16;8;13;15,4;13,2
61;176;High Top;High Top Beets;44107318520;2,27;12,1;10,1;True;False;29;7;10,4;14,9;8,4200001
61;177;High Top;High Top Prepared Salad;36780821681;1,66;10,5;8,5;False;False;19;14;5;16,200001;3,3
61;178;High Top;High Top Onions;42548740506;1,33;19,5;16,5;True;True;25;7;20,299999;18,200001;12,3
61;179;High Top;High Top Green Pepper;83242968916;2,75;19,700001;18,700001;False;True;2;6;3,9300001;15,1;21,6
61;180;High Top;High Top Shitake Mushrooms;34346523880;0,69;12,3;11,3;False;False;17;9;17,299999;18,200001;10,9
61;181;High Top;High Top Lettuce;79397689700;0,93;16,1;14,1;False;True;23;5;16,1;15,1;14,5
61;182;High Top;High Top Elephant Garlic;89739010930;1,84;9,0500002;6,0500002;False;True;11;12;13,2;6,0700002;13,5
61;183;High Top;High Top Red Pepper;80125812888;2,41;7,0599999;5,0500002;True;False;22;8;4,1300001;19,5;18,6
61;184;High Top;High Top Garlic;83607030510;3,4;20;18;True;True;22;13;22,700001;11,8;6,4099998
61;185;High Top;High Top Potatos;43231598734;0,57;9,3000002;7,3000002;True;False;24;12;11,4;8,0299997;4,1399999
61;186;High Top;High Top Cauliflower;82048452496;2,23;18,700001;17,700001;False;False;20;7;9,5299997;13,4;8,0900002
61;187;High Top;High Top Tomatos;10910786986;1,32;14,8;13,8;False;True;15;6;12,6;13,4;3,6700001
61;188;High Top;High Top Mushrooms;18965407013;2,58;14,7;11,6;True;True;14;8;22,299999;19,200001;10,6
61;189;High Top;High Top Baby Onion;61946336627;3,45;8,5100002;6,5100002;True;False;4;13;5,6199999;8,0299997;21,799999
61;190;High Top;High Top Dried Mushrooms;39238722920;3,74;18,700001;17,700001;True;True;29;6;9,5900002;17,9;5,4699998
61;191;High Top;High Top Fresh Lima Beans;86576589941;2,87;12,6;9,6000004;True;False;22;7;19,9;14,4;16,700001
61;192;High Top;High Top Squash;33106742501;1,52;10,7;7,6900001;False;True;4;7;20,299999;15,6;14,2
99;193;High Top;High Top Limes;25780245661;3,68;11,8;9,8000002;True;False;11;13;8,6400003;14,9;18,299999
67;194;High Top;High Top Firm Tofu;31548164486;3,36;11,6;8,6000004;True;True;21;11;18,799999;7,3800001;10,2
1;195;High Top;High Top Almonds;83459433913;1,77;8,7200003;6,7199998;False;True;24;13;17,6;13;10,4
99;196;High Top;High Top Macintosh Apples;58465119004;2,47;12,1;10,1;True;True;27;10;7,29;19,1;16,200001
99;197;High Top;High Top Golden Delcious Apples;79614154696;2,91;21,5;19,5;False;True;29;7;15,4;18,9;17,6
99;198;High Top;High Top Red Delcious Apples;78738434910;0,92;17,200001;14,2;True;True;27;13;6,2600002;7,8299999;5,9200001
99;199;High Top;High Top Lemons;69125236868;1,67;19,200001;18,200001;True;False;33;10;19,799999;4,9200001;4,6500001
99;200;High Top;High Top Fancy Plums;72606454491;2,65;6,7399998;4,73;False;False;12;6;8,3800001;17,6;20,4
99;201;High Top;High Top Plums;32231022715;2,25;14,7;12,6;False;False;29;14;10,8;11,8;7,3299999
99;202;High Top;High Top Peaches;71047876477;1,49;11,8;8,8000002;False;False;24;6;6,6100001;10,7;10,1
61;203;High Top;High Top Broccoli;89910210967;0,63;8,8500004;5,8499999;True;False;27;5;6,1700001;12;10,3
99;204;High Top;High Top Mandarin Oranges;97964830994;1,6;13,6;10,6;False;False;31;7;22,6;17;20,700001
1;205;High Top;High Top Mixed Nuts;86064931750;2,71;13,9;11,8;True;False;9;5;4,96;11,8;5
1;206;High Top;High Top Canned Peanuts;50672228932;2,11;10,9;7,8899999;False;True;15;7;22,6;19,6;17,799999
61;207;High Top;High Top Sweet Onion;98010095953;1,24;13,5;11,5;True;True;7;14;16;17,799999;11,3
99;208;High Top;High Top Cantelope;44540248513;2,47;13,4;10,3;True;True;23;6;6,0599999;21,4;8,3199997
99;209;High Top;High Top Honey Dew;37213751673;1,87;17,299999;15,2;True;False;16;6;7,9899998;18,6;21,4
99;210;High Top;High Top Fuji Apples;42981670498;1,54;17;14;False;True;27;10;16,1;4,23;13,8
1;211;High Top;High Top Walnuts;94892939925;2,72;14,5;12,5;True;False;1;7;4,5999999;12,1;14
99;212;High Top;High Top Oranges;69898625016;1,66;9,7799997;7,77;False;False;14;9;13,1;4,27;12,3
99;213;High Top;High Top Tangerines;91047660708;0,56;7,2199998;5,21;True;False;11;11;4,0799999;7,71;7,5599999
1;214;High Top;High Top Party Nuts;35291112065;2,82;21,6;19,6;True;True;18;13;8,5600004;14,5;4,9299998
24;215;Tip Top;Tip Top Lox;80295071005;0,79;14,1;11,1;True;False;10;13;12,1;12;11,6
2;216;Tip Top;Tip Top Scallops;83776288628;3,6;21,299999;20,200001;True;True;22;7;18,299999;18,299999;6,3099999
45;217;Best Choice;Best Choice Low Fat Cookies;19498726725;0,68;16;14;True;False;21;13;14,4;10,5;22,299999
12;218;Best Choice;Best Choice BBQ Potato Chips;82217710614;3,44;16,200001;14,2;False;False;13;6;19,799999;12;4,0300002
12;219;Best Choice;Best Choice Corn Chips;11080045104;2,52;20,6;18,6;True;True;15;12;22,4;14,8;7,04
12;220;Best Choice;Best Choice Low Fat BBQ Chips;19134665131;2,55;12,2;10,1;False;True;7;7;12,5;17,799999;6,5599999
45;221;Best Choice;Best Choice Sugar Cookies;97234765887;3,66;15,2;13,1;False;False;36;14;8,6000004;10,5;20
45;222;Best Choice;Best Choice Chocolate Chip Cookies;74527152180;3,95;15;12;False;True;29;9;19,9;16,299999;21,9
45;223;Best Choice;Best Choice Fudge Cookies;97962889075;3,19;20,299999;19,200001;True;False;36;6;7,02;12,5;4,6700001
45;224;Best Choice;Best Choice Fudge Brownies;33276000618;1,73;8,2399998;6,23;False;False;32;7;10,6;14,2;10,2
12;225;Best Choice;Best Choice Potato Chips;25949503779;3,89;19,799999;16,700001;False;False;7;5;11,5;17,5;15,9
45;226;Best Choice;Best Choice Lemon Cookies;31717422604;0,76;10,4;7,3899999;True;True;22;13;18,1;11,6;10,7
